YEAR,WEEK,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE
2020,1,KC,HOU,34,20
2020,1,ATL,SEA,25,38
2020,1,BUF,NYJ,27,17
2020,1,DET,CHI,23,27
2020,1,MIN,GB,34,43
2020,1,NE,MIA,21,11
2020,1,WAS,PHI,27,17
2020,1,CAR,LV,30,34
2020,1,JAC,IND,27,20
2020,1,BAL,CLE,38,6
2020,1,CIN,LAC,13,16
2020,1,NO,TB,34,23
2020,1,SF,ARI,20,24
2020,1,LAR,DAL,20,17
2020,1,NYG,PIT,16,26
2020,1,DEN,TEN,14,16
2020,2,CLE,CIN,35,30
2020,2,CHI,NYG,17,13
2020,2,DAL,ATL,40,39
2020,2,GB,DET,42,21
2020,2,TEN,JAC,33,30
2020,2,IND,MIN,28,11
2020,2,MIA,BUF,28,31
2020,2,NYJ,SF,13,31
2020,2,PHI,LAR,19,37
2020,2,PIT,DEN,26,21
2020,2,TB,CAR,31,17
2020,2,ARI,WAS,30,15
2020,2,LAC,KC,20,23
2020,2,HOU,BAL,16,33
2020,2,SEA,NE,35,30
2020,2,LV,NO,34,24
2020,3,JAC,MIA,13,31
2020,3,ATL,CHI,26,30
2020,3,BUF,LAR,35,32
2020,3,CLE,WAS,34,20
2020,3,MIN,TEN,30,31
2020,3,NE,LV,36,20
2020,3,NYG,SF,9,36
2020,3,PHI,CIN,23,23
2020,3,PIT,HOU,28,21
2020,3,IND,NYJ,36,7
2020,3,LAC,CAR,16,21
2020,3,DEN,TB,10,28
2020,3,ARI,DET,23,26
2020,3,SEA,DAL,38,31
2020,3,NO,GB,30,37
2020,3,BAL,KC,20,34
2020,4,NYJ,DEN,28,37
2020,4,CIN,JAC,33,25
2020,4,DAL,CLE,38,49
2020,4,DET,NO,29,35
2020,4,MIA,SEA,23,31
2020,4,TB,LAC,38,31
2020,4,WAS,BAL,17,31
2020,4,CAR,ARI,31,21
2020,4,HOU,MIN,23,31
2020,4,LAR,NYG,17,9
2020,4,CHI,IND,11,19
2020,4,LV,BUF,23,30
2020,4,SF,PHI,20,25
2020,4,KC,NE,26,10
2020,4,GB,ATL,30,16
2020,5,CHI,TB,20,19
2020,5,ATL,CAR,16,23
2020,5,KC,LV,32,40
2020,5,NYJ,ARI,10,30
2020,5,PIT,PHI,38,29
2020,5,WAS,LAR,10,30
2020,5,BAL,CIN,27,3
2020,5,HOU,JAC,30,14
2020,5,SF,MIA,17,43
2020,5,CLE,IND,32,23
2020,5,DAL,NYG,37,34
2020,5,SEA,MIN,27,26
2020,5,NO,LAC,30,27
2020,5,TEN,BUF,42,16
2020,6,TEN,HOU,42,36
2020,6,IND,CIN,31,27
2020,6,MIN,ATL,23,40
2020,6,NE,DEN,12,18
2020,6,NYG,WAS,20,19
2020,6,PHI,BAL,28,30
2020,6,PIT,CLE,38,7
2020,6,CAR,CHI,16,23
2020,6,JAC,DET,16,34
2020,6,MIA,NYJ,24,0
2020,6,TB,GB,38,10
2020,6,SF,LAR,24,16
2020,6,BUF,KC,17,26
2020,6,DAL,ARI,10,38
2020,7,PHI,NYG,22,21
2020,7,ATL,DET,22,23
2020,7,CIN,CLE,34,37
2020,7,TEN,PIT,24,27
2020,7,NO,CAR,27,24
2020,7,NYJ,BUF,10,18
2020,7,WAS,DAL,25,3
2020,7,HOU,GB,20,35
2020,7,LV,TB,20,45
2020,7,DEN,KC,16,43
2020,7,NE,SF,6,33
2020,7,LAC,JAC,39,29
