YEAR,WEEK,HOME_TEAM,AWAY_TEAM,HOME_SCORE,AWAY_SCORE
2013,1,DEN,BAL,49,27
2013,1,BUF,NE,21,23
2013,1,CHI,CIN,24,21
2013,1,CLE,MIA,10,23
2013,1,DET,MIN,34,24
2013,1,IND,OAK,21,17
2013,1,NO,ATL,23,17
2013,1,NYJ,TB,18,17
2013,1,PIT,TEN,9,16
2013,1,CAR,SEA,7,12
2013,1,JAC,KC,2,28
2013,1,STL,ARI,27,24
2013,1,SF,GB,34,28
2013,1,DAL,NYG,36,31
2013,1,WAS,PHI,27,33
2013,1,SD,HOU,28,31
2013,2,NE,NYJ,13,10
2013,2,ATL,STL,31,24
2013,2,BUF,CAR,24,23
2013,2,CHI,MIN,31,30
2013,2,GB,WAS,38,20
2013,2,IND,MIA,20,24
2013,2,KC,DAL,17,16
2013,2,PHI,SD,30,33
2013,2,BAL,CLE,14,6
2013,2,HOU,TEN,30,24
2013,2,ARI,DET,25,21
2013,2,TB,NO,14,16
2013,2,OAK,JAC,19,9
2013,2,NYG,DEN,23,41
2013,2,SEA,SF,29,3
2013,2,CIN,PIT,20,10
2013,3,PHI,KC,16,26
2013,3,CIN,GB,34,30
2013,3,DAL,STL,31,7
2013,3,TEN,SD,20,17
2013,3,MIN,CLE,27,31
2013,3,NE,TB,23,3
2013,3,NO,ARI,31,7
2013,3,WAS,DET,20,27
2013,3,CAR,NYG,38,0
2013,3,BAL,HOU,30,9
2013,3,MIA,ATL,27,23
2013,3,NYJ,BUF,27,20
2013,3,SF,IND,7,27
2013,3,SEA,JAC,45,17
2013,3,PIT,CHI,23,40
2013,3,DEN,OAK,37,21
2013,4,STL,SF,11,35
2013,4,BUF,BAL,23,20
2013,4,CLE,CIN,17,6
2013,4,DET,CHI,40,32
2013,4,KC,NYG,31,7
2013,4,MIN,PIT,34,27
2013,4,TB,ARI,10,13
2013,4,JAC,IND,3,37
2013,4,HOU,SEA,20,23
2013,4,TEN,NYJ,38,13
2013,4,DEN,PHI,52,20
2013,4,OAK,WAS,14,24
2013,4,SD,DAL,30,21
2013,4,ATL,NE,23,30
2013,4,NO,MIA,38,17
2013,5,CLE,BUF,37,24
2013,5,CHI,NO,18,26
2013,5,CIN,NE,13,6
2013,5,GB,DET,22,9
2013,5,TEN,KC,17,26
2013,5,IND,SEA,34,28
2013,5,STL,JAC,34,20
2013,5,MIA,BAL,23,26
2013,5,NYG,PHI,21,36
2013,5,ARI,CAR,22,6
2013,5,DAL,DEN,48,51
2013,5,SF,HOU,34,3
2013,5,OAK,SD,27,17
2013,5,ATL,NYJ,28,30
2013,6,CHI,NYG,27,21
2013,6,BUF,CIN,24,27
2013,6,CLE,DET,17,31
2013,6,KC,OAK,24,7
2013,6,MIN,CAR,10,35
